Well_ID,X,Y,Z,facies,phi,phi_imp,phi_was_imputed,perm,perm_imp,perm_was_imputed,AI,AI_imp,AI_was_imputed
72,23,94,19,5.0,0.081892458,0.081892458,False,30.41002333,30.41002333,False,7197904.5,7197904.5,False
72,23,94,20,4.0,0.186799757,0.186799757,False,371.4639423,371.4639423,False,5588607.5,5588607.5,False
72,23,94,21,4.0,0.18687953,0.18687953,False,371.9515317,371.9515317,False,5630696.0,5630696.0,False
72,23,94,22,4.0,0.186436596,0.186436596,False,369.2497789,369.2497789,False,5769965.5,5769965.5,False
72,23,94,23,4.0,0.185494628,0.185494628,False,363.5491688,363.5491688,False,5856929.0,5856929.0,False
72,23,94,24,3.0,,0.137896955,False,168.1106632,168.1106632,False,,6560714.5,False
72,23,94,25,3.0,0.142392051,0.142392051,False,162.0749727,162.0749727,False,6411633.0,6411633.0,False
72,23,94,26,3.0,0.140460614,0.140460614,False,155.4820681,155.4820681,False,6441626.0,6441626.0,False
72,23,94,27,3.0,0.138478009,0.138478009,False,148.9066557,148.9066557,False,6465675.5,6465675.5,False
72,23,94,28,3.0,0.136618544,0.136618544,False,,201.5085945083176,False,6487957.5,6487957.5,False
72,23,94,30,2.0,0.245444453,0.245444453,False,865.3798449,865.3798449,False,4372775.5,4372775.5,False
72,23,94,31,2.0,0.243789297,0.243789297,False,847.2605003,847.2605003,False,4391996.0,4391996.0,False
72,23,94,32,2.0,0.243272642,0.243272642,False,841.6600077,841.6600077,False,4400839.0,4400839.0,False
72,23,94,33,2.0,0.243950344,0.243950344,False,849.0116137,849.0116137,False,4398694.5,4398694.5,False
72,23,94,34,2.0,0.245778537,0.245778537,False,869.0701317,869.0701317,False,4385933.0,4385933.0,False
72,23,94,35,2.0,0.248616839,0.248616839,False,900.8731945,900.8731945,False,4363782.0,4363782.0,False
72,23,94,36,2.0,,0.28608961675,False,942.6974558,942.6974558,False,4334090.5,4334090.5,False
72,23,94,37,2.0,0.256379036,0.256379036,False,992.0599451,992.0599451,False,4299170.5,4299170.5,False
72,23,94,38,2.0,0.26071997,0.26071997,False,1045.822482,1045.822482,False,,4025286.78125,False
72,23,94,39,2.0,0.264969483,0.264969483,False,1100.436137,1100.436137,False,4223843.5,4223843.5,False
73,57,142,19,3.0,0.120740192,0.120740192,False,98.24175492,98.24175492,False,6787758.5,6787758.5,False
73,57,142,20,3.0,0.121771256,0.121771256,False,100.8057013,100.8057013,False,6794927.5,6794927.5,False
73,57,142,21,2.0,0.234680219,0.234680219,False,752.3063236,752.3063236,False,,4232905.5,False
73,57,142,22,2.0,0.236544394,0.236544394,False,771.0937219,771.0937219,False,,4203777.0,False
73,57,142,23,2.0,0.238873453,0.238873453,False,795.0282039,795.0282039,False,4465564.5,4465564.5,False
73,57,142,24,2.0,0.24166477,0.24166477,False,824.3983732,824.3983732,False,4444180.5,4444180.5,False
73,57,142,25,2.0,,0.2649086073333333,False,859.6874488,859.6874488,False,,4302843.5,False
73,57,142,26,2.0,0.248675266,0.248675266,False,901.5364023,901.5364023,False,4376362.0,4376362.0,False
73,57,142,27,2.0,0.25291755,0.25291755,False,950.6235329,950.6235329,False,4331472.0,4331472.0,False
73,57,142,28,2.0,0.257640013,0.257640013,False,1007.46908,1007.46908,False,4281143.0,4281143.0,False
73,57,142,29,2.0,0.262790603,0.262790603,False,1072.185618,1072.185618,False,4227273.0,4227273.0,False
73,57,142,30,2.0,0.268267797,0.268267797,False,1144.208539,1144.208539,False,4171883.75,4171883.75,False
73,57,142,31,2.0,0.273916873,0.273916873,False,1222.057417,1222.057417,False,4116934.25,4116934.25,False
73,57,142,32,2.0,0.279535678,0.279535678,False,1303.195436,1303.195436,False,4064248.5,4064248.5,False
73,57,142,33,2.0,0.284889912,0.284889912,False,1384.060517,1384.060517,False,4015455.5,4015455.5,False
73,57,142,34,2.0,0.289735977,0.289735977,False,1460.32437,1460.32437,False,,4121304.8125,False
73,57,142,35,2.0,0.293847823,0.293847823,False,1527.385353,1527.385353,False,3935621.75,3935621.75,False
73,57,142,38,2.0,0.300293767,0.300293767,False,1636.983947,1636.983947,False,3879534.75,3879534.75,False
73,57,142,39,2.0,,0.278308577,False,1637.938552,1637.938552,False,3881115.75,3881115.75,False
74,80,61,19,6.0,0.041319929,0.041319929,False,3.886722293,3.886722293,False,8425695.0,8425695.0,False
74,80,61,20,6.0,0.041404253,0.041404253,False,3.910593658,3.910593658,False,8421540.0,8421540.0,False
74,80,61,21,6.0,0.04120637,0.04120637,False,3.854728482,3.854728482,False,8423860.0,8423860.0,False
74,80,61,22,6.0,,0.035402783,False,3.741809118,3.741809118,False,8431474.0,8431474.0,False
74,80,61,23,6.0,,0.0353801745,False,3.601820737,3.601820737,False,8442587.0,8442587.0,False
74,80,61,24,2.0,0.260612491,0.260612491,False,1044.466843,1044.466843,False,,4291758.0,False
74,80,61,25,2.0,0.256850718,0.256850718,False,997.8040884,997.8040884,False,4290948.5,4290948.5,False
74,80,61,26,2.0,0.253897643,0.253897643,False,962.2284651,962.2284651,False,4329803.0,4329803.0,False
74,80,61,27,2.0,0.252095686,0.252095686,False,940.9691203,940.9691203,False,4358639.0,4358639.0,False
74,80,61,28,2.0,,0.257640013,False,936.4471468,936.4471468,False,4372344.0,4372344.0,False
74,80,61,29,2.0,0.252894834,0.252894834,False,950.3557434,950.3557434,False,4367683.5,4367683.5,False
74,80,61,30,2.0,0.255690059,0.255690059,False,983.7119394,983.7119394,False,4343839.5,4343839.5,False
74,80,61,31,2.0,0.260003462,0.260003462,False,1036.808752,1036.808752,False,4302084.5,4302084.5,False
74,80,61,32,2.0,0.265625477,0.265625477,False,1109.044731,1109.044731,False,4245290.0,4245290.0,False
74,80,61,33,2.0,0.272247322,0.272247322,False,1198.665986,1198.665986,False,4177465.75,4177465.75,False
74,80,61,34,2.0,0.279489303,0.279489303,False,1302.510308,1302.510308,False,4103335.0,4103335.0,False
74,80,61,35,2.0,0.286934647,0.286934647,False,1415.878018,1415.878018,False,4027808.0,4027808.0,False
74,80,61,37,2.0,0.3007955,0.3007955,False,1645.748446,1645.748446,False,3890114.5,3890114.5,False
74,80,61,38,2.0,,0.280399541375,False,1747.864881,1747.864881,False,3834453.0,3834453.0,False
74,80,61,39,2.0,0.311046062,0.311046062,False,1832.435397,1832.435397,False,,4121696.035714286,False
75,45,187,19,2.0,0.256616567,0.256616567,False,,1179.4383982185386,False,4282267.5,4282267.5,False
75,45,187,20,2.0,0.260274762,0.260274762,False,1040.215182,1040.215182,False,4259292.0,4259292.0,False
75,45,187,21,2.0,0.264253675,0.264253675,False,1091.097275,1091.097275,False,4232905.5,4232905.5,False
75,45,187,22,2.0,0.268422381,0.268422381,False,1146.290143,1146.290143,False,4203777.0,4203777.0,False
75,45,187,23,2.0,0.272701631,0.272701631,False,1204.998981,1204.998981,False,,4465564.5,False
75,45,187,24,2.0,0.277076917,0.277076917,False,1267.227479,1267.227479,False,4139335.5,4139335.5,False
75,45,187,25,2.0,0.281594517,0.281594517,False,1333.874571,1333.874571,False,,4302843.5,False
75,45,187,27,2.0,,0.2533760233333333,False,1487.356373,1487.356373,False,4024254.0,4024254.0,False
75,45,187,28,2.0,,0.257640013,False,1577.951505,1577.951505,False,3978728.0,3978728.0,False
75,45,187,29,2.0,0.302692644,0.302692644,False,1679.198667,1679.198667,False,3929526.75,3929526.75,False
75,45,187,30,2.0,0.308800716,0.308800716,False,1790.279257,1790.279257,False,3877713.75,3877713.75,False
75,45,187,31,2.0,0.314984716,0.314984716,False,,1017.7984409247817,False,3825242.75,3825242.75,False
75,45,187,32,2.0,0.32,0.32,False,2007.843137,2007.843137,False,3782603.25,3782603.25,False
75,45,187,33,2.0,0.32,0.32,False,2007.843137,2007.843137,False,3781214.0,3781214.0,False
75,45,187,34,2.0,0.32,0.32,False,2007.843137,2007.843137,False,3780017.25,3780017.25,False
75,45,187,35,2.0,0.32,0.32,False,2007.843137,2007.843137,False,3779361.5,3779361.5,False
75,45,187,36,2.0,0.32,0.32,False,2007.843137,2007.843137,False,3779443.5,3779443.5,False
75,45,187,37,2.0,0.32,0.32,False,2007.843137,2007.843137,False,3780255.75,3780255.75,False
75,45,187,38,2.0,0.32,0.32,False,2007.843137,2007.843137,False,3781581.25,3781581.25,False
76,68,108,19,4.0,0.175636981,0.175636981,False,307.4813933,307.4813933,False,5828772.0,5828772.0,False
76,68,108,20,4.0,0.176388842,0.176388842,False,311.532171,311.532171,False,5805073.5,5805073.5,False
76,68,108,21,3.0,0.136978959,0.136978959,False,144.0623406,144.0623406,False,6683470.0,6683470.0,False
76,68,108,22,3.0,0.137414883,0.137414883,False,145.4598516,145.4598516,False,6574625.5,6574625.5,False
76,68,108,23,3.0,0.137711777,0.137711777,False,146.4169066,146.4169066,False,6564104.5,6564104.5,False
76,68,108,24,3.0,0.137896955,0.137896955,False,147.0160015,147.0160015,False,6560714.5,6560714.5,False
76,68,108,25,2.0,0.256280587,0.256280587,False,990.8640083,990.8640083,False,4314738.5,4314738.5,False
76,68,108,26,2.0,0.255642732,0.255642732,False,983.1403481,983.1403481,False,4320798.0,4320798.0,False
76,68,108,27,2.0,0.255114834,0.255114834,False,976.7806306,976.7806306,False,4325130.5,4325130.5,False
76,68,108,28,2.0,,0.257640013,False,973.4935212,973.4935212,False,4326421.0,4326421.0,False
76,68,108,29,2.0,0.254972635,0.254972635,False,975.0725331,975.0725331,False,4323526.5,4323526.5,False
76,68,108,30,2.0,0.255653004,0.255653004,False,983.2643897,983.2643897,False,4315451.5,4315451.5,False
76,68,108,31,2.0,0.257000364,0.257000364,False,999.6314229,999.6314229,False,4301312.0,4301312.0,False
