Well_ID,X,Y,Z,facies,phi,phi_imp,phi_was_imputed,perm,perm_imp,perm_was_imputed,AI,AI_imp,AI_was_imputed
1,33,127,19,4.0,0.168519279,0.168519279,False,270.908982,270.908982,False,5943276.0,5943276.0,False
1,33,127,20,4.0,0.16954648,0.16954648,False,275.9918196,275.9918196,False,5919975.0,5919975.0,False
1,33,127,21,4.0,0.170631855,0.170631855,False,281.4332046,281.4332046,False,5964042.0,5964042.0,False
1,33,127,22,3.0,0.131762816,0.131762816,False,128.0405372,128.0405372,False,7214826.0,7214826.0,False
1,33,127,23,3.0,0.13293136,0.13293136,False,,156.3887729112475,True,7219024.0,7219024.0,False
1,33,127,25,3.0,0.135414443,0.135414443,False,139.1218244,139.1218244,False,7177970.0,7177970.0,False
1,33,127,26,2.0,0.25341976,0.25341976,False,956.55751,956.55751,False,4358404.5,4358404.5,False
1,33,127,27,2.0,0.255137119,0.255137119,False,977.0485052,977.0485052,False,4345392.5,4345392.5,False
1,33,127,28,2.0,0.257188507,0.257188507,False,,1154.6475193648264,True,4329552.0,4329552.0,False
1,33,127,29,2.0,0.259649293,0.259649293,False,1032.37381,1032.37381,False,4309400.5,4309400.5,False
1,33,127,30,2.0,0.262564216,0.262564216,False,1069.280426,1069.280426,False,4283797.0,4283797.0,False
1,33,127,31,2.0,0.26593091,0.26593091,False,1113.069312,1113.069312,False,,4097350.880952381,True
1,33,127,32,2.0,0.269688998,0.269688998,False,1163.448538,1163.448538,False,4215052.5,4215052.5,False
1,33,127,33,2.0,0.273717319,0.273717319,False,1219.244429,1219.244429,False,4173169.5,4173169.5,False
1,33,127,35,2.0,0.281845162,0.281845162,False,1337.644726,1337.644726,False,4082947.75,4082947.75,False
1,33,127,36,2.0,,0.29417912036170213,True,1393.525076,1393.525076,False,4040150.25,4040150.25,False
1,33,127,37,2.0,,0.2966782099795918,True,1442.041576,1442.041576,False,,3926960.4030612246,True
1,33,127,38,2.0,0.290930863,0.290930863,False,1479.587004,1479.587004,False,3975704.5,3975704.5,False
1,33,127,39,2.0,0.292393839,0.292393839,False,1503.42185,1503.42185,False,3959245.75,3959245.75,False
2,71,53,19,3.0,0.155378153,0.155378153,False,211.4200111,211.4200111,False,6855845.0,6855845.0,False
2,71,53,20,3.0,0.154808092,0.154808092,False,209.0636426,209.0636426,False,6842545.5,6842545.5,False
2,71,53,21,2.0,,0.26430533735714284,True,1396.123818,1396.123818,False,4005143.0,4005143.0,False
2,71,53,22,2.0,0.282246582,0.282246582,False,1343.698842,1343.698842,False,4025810.0,4025810.0,False
2,71,53,23,2.0,0.278351639,0.278351639,False,1285.784169,1285.784169,False,4054641.25,4054641.25,False
2,71,53,24,2.0,0.274318054,0.274318054,False,1227.726719,1227.726719,False,,4188896.67,True
2,71,53,25,2.0,0.27052007,0.27052007,False,1174.806343,1174.806343,False,,4207680.094827586,True
2,71,53,26,2.0,0.267337474,0.267337474,False,1131.738147,1131.738147,False,4161487.75,4161487.75,False
